Title,Question,Answer,Relevant_doc,Question_answer
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"After reviewing Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , What are the GLP requirements for labeling of reagents purchased directly from manufacturers?","All reagents used in a nonclinical laboratory have to be labeled to indicate identity, titer or concentration, storage requirements, and expiration date. Purchased reagents usually carry all these items except for the expiration date, so the laboratory should label the reagent containers with an expiration date. The expiration date selected should be in line with laboratory experience and need not require specific stability testing.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: What are the GLP requirements for labeling of reagents purchased directly from manufacturers?
  Answer: All reagents used in a nonclinical laboratory have to be labeled to indicate identity, titer or concentration, storage requirements, and expiration date. Purchased reagents usually carry all these items except for the expiration date, so the laboratory should label the reagent containers with an expiration date. The expiration date selected should be in line with laboratory experience and need not require specific stability testing.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"As outlined in Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , How extensive should the procedures be for confirming the quality of incoming reagents used in nonclinical laboratory studies?",Laboratory management should make this decision but the SOPs should document the actual procedures used.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: How extensive should the procedures be for confirming the quality of incoming reagents used in nonclinical laboratory studies?
  Answer: Laboratory management should make this decision but the SOPs should document the actual procedures used.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"With reference to Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Do the procedures used for preparing the S9 activator fraction (liver microsomal fraction from rats challenged with a toxin) have to be performed in accord with the GLPs?","No. The GLPs consider the S9 activator fraction to be a reagent. Therefore, it must be labeled properly, stored properly, tested prior to use in accord with adequate SOPs, and it can not be used if its potency is below established specifications.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Do the procedures used for preparing the S9 activator fraction (liver microsomal fraction from rats challenged with a toxin) have to be performed in accord with the GLPs?
  Answer: No. The GLPs consider the S9 activator fraction to be a reagent. Therefore, it must be labeled properly, stored properly, tested prior to use in accord with adequate SOPs, and it can not be used if its potency is below established specifications.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Drawing from the insights of Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Do the GLPs require the use of product accountability procedures for reagents and chemicals used in a nonclinical laboratory study?",No. Section 58.90 Animal care.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Do the GLPs require the use of product accountability procedures for reagents and chemicals used in a nonclinical laboratory study?
  Answer: No. Section 58.90 Animal care.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Based on the information from Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Can diseased animals received from a supplier be diagnosed, treated, certified ""well"" and then entered into a nonclinical laboratory study?","The GLPs provide for this procedure by including provisions directed towards animal quarantine and isolation. The question of whether such animals can be entered into a study, however, is a scientific one that should be answered by the veterinarian-in-charge and the study director and other scientists involved in the study.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Can diseased animals received from a supplier be diagnosed, treated, certified ""well"" and then entered into a nonclinical laboratory study?
  Answer: The GLPs provide for this procedure by including provisions directed towards animal quarantine and isolation. The question of whether such animals can be entered into a study, however, is a scientific one that should be answered by the veterinarian-in-charge and the study director and other scientists involved in the study.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"From what I've read in Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Do the GLPs prohibit the use of primates for multiple nonclinical laboratory studies?","No. Again, the question is a scientific one and the potential impact of multiple use on study interpretation should be carefully assessed.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Do the GLPs prohibit the use of primates for multiple nonclinical laboratory studies?
  Answer: No. Again, the question is a scientific one and the potential impact of multiple use on study interpretation should be carefully assessed.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Referring to Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Is a photocopy of an animal purchase order which has been signed and dated by the individual receiving the shipment sufficient proof of animal receipt?","Yes, but actual shipping tickets are also acceptable.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Is a photocopy of an animal purchase order which has been signed and dated by the individual receiving the shipment sufficient proof of animal receipt?
  Answer: Yes, but actual shipping tickets are also acceptable.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,Guideline title: Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations  Does FDA have guidelines for animal bedding?,"No, but the GLPs prohibit the use of bedding which can interfere with the objectives of the study.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Does FDA have guidelines for animal bedding?
  Answer: No, but the GLPs prohibit the use of bedding which can interfere with the objectives of the study.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"As explained in Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Does FDA permit the sterilization of animal feed with ethylene oxide.",No.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Does FDA permit the sterilization of animal feed with ethylene oxide.
  Answer: No.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Having read through Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , For certain test systems (timed-pregnant rodents), it is not possible to use long quarantine periods. Do the GLPs specify quarantine periods for each test system?",No. The quarantine period can be established by the veterinarian in charge of animal care and should be of sufficient length to permit evaluation of health status.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: For certain test systems (timed-pregnant rodents), it is not possible to use long quarantine periods. Do the GLPs specify quarantine periods for each test system?
  Answer: No. The quarantine period can be established by the veterinarian in charge of animal care and should be of sufficient length to permit evaluation of health status.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,Guideline title: Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations  How are feed and water contaminants to be dealt with?,"The protocol should include a positive statement as to the need for conducting feed analysis for contaminants. If analysis is necessary, the identities and specifications for the contaminants should be listed. The need for analysis as well as the specifications should be determined by the study scientists. Water contaminants can be handled similarly.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: How are feed and water contaminants to be dealt with?
  Answer: The protocol should include a positive statement as to the need for conducting feed analysis for contaminants. If analysis is necessary, the identities and specifications for the contaminants should be listed. The need for analysis as well as the specifications should be determined by the study scientists. Water contaminants can be handled similarly.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Looking at the guidelines in Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , How is the adequacy of bedding materials to be handled?",This can be handled as are the analyses for possible contaminants in feed and water. The study director and associated scientists should consider the bedding and its possible impact on the study. The results of this consideration should appear in the protocol.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: How is the adequacy of bedding materials to be handled?
  Answer: This can be handled as are the analyses for possible contaminants in feed and water. The study director and associated scientists should consider the bedding and its possible impact on the study. The results of this consideration should appear in the protocol.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Drawing from the insights of Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , What do the GLPs require in regard to assuring the genetic quality of animals used in a nonclinical laboratory study?",This is a scientific issue that is not specifically addressed by the GLPs. Suitability of the test system for use in a study is a protocol matter and any required testing procedure should be arrived at by the study scientists.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: What do the GLPs require in regard to assuring the genetic quality of animals used in a nonclinical laboratory study?
  Answer: This is a scientific issue that is not specifically addressed by the GLPs. Suitability of the test system for use in a study is a protocol matter and any required testing procedure should be arrived at by the study scientists.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"After reviewing Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Do the GLPs require specific procedures for the microbiological monitoring of animals used in nonclinical laboratory studies?",The procedures used should be in accord with acceptable veterinary medical practice.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Do the GLPs require specific procedures for the microbiological monitoring of animals used in nonclinical laboratory studies?
  Answer: The procedures used should be in accord with acceptable veterinary medical practice.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"In light of the details from Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , The Japanese are preparing animal care guidelines which are similar but not identical to the U.S. guidelines prepared by NIH. Would these be acceptable?","Japanese guidelines that are similar, but no less stringent, in the important particulars with the NIH guidelines would be acceptable to FDA.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: The Japanese are preparing animal care guidelines which are similar but not identical to the U.S. guidelines prepared by NIH. Would these be acceptable?
  Answer: Japanese guidelines that are similar, but no less stringent, in the important particulars with the NIH guidelines would be acceptable to FDA.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Upon checking the information in Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , What is the frequency of feed contaminant analysis?","If contaminant analyses are required by the protocol, then the GLPs require periodic analysis of the feed to ensure that the contaminant level is at or below that judged to be acceptable. Statistical procedures should be used to determine the frequency of analysis since this is dependent on the specific chemical characteristics of the interfering contaminant.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: What is the frequency of feed contaminant analysis?
  Answer: If contaminant analyses are required by the protocol, then the GLPs require periodic analysis of the feed to ensure that the contaminant level is at or below that judged to be acceptable. Statistical procedures should be used to determine the frequency of analysis since this is dependent on the specific chemical characteristics of the interfering contaminant.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Taking into account the content of Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , It is necessary to use ""official"" methods of analysis to determine the levels of interfering contaminants?",No. The methods should be appropriate for the analysis and FDA reserves the right to examine the raw data supporting the analytical results.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: It is necessary to use ""official"" methods of analysis to determine the levels of interfering contaminants?
  Answer: No. The methods should be appropriate for the analysis and FDA reserves the right to examine the raw data supporting the analytical results.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"In accordance with Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Do the GLPs require production facilities to be dedicated to the manufacture of specific animal feeds used in nonclinical laboratory studies?",No.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Do the GLPs require production facilities to be dedicated to the manufacture of specific animal feeds used in nonclinical laboratory studies?
  Answer: No.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Having read through Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Is a separate room required for animal necropsy?","No. The GLPs require separate areas and/or rooms as necessary to prevent any activity from having an adverse effect on the study. If the necropsy is done in an animal room, precautions should be taken to minimize disturbances that may interfere with the study.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Is a separate room required for animal necropsy?
  Answer: No. The GLPs require separate areas and/or rooms as necessary to prevent any activity from having an adverse effect on the study. If the necropsy is done in an animal room, precautions should be taken to minimize disturbances that may interfere with the study.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Delving into Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Is it necessary to retain samples of feed from nonclinical laboratory studies in which the feed serves as the control article?","Yes. It is not necessary, however, to retain reserve samples of feed from studies that involve test article administration by routes other than feed.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Is it necessary to retain samples of feed from nonclinical laboratory studies in which the feed serves as the control article?
  Answer: Yes. It is not necessary, however, to retain reserve samples of feed from studies that involve test article administration by routes other than feed.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Given the context of Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , What expiration date is placed on the label of test articles whose stability is being assessed concurrently with the conduct of the study?","In this situation, the stability of the test article is unknown, but periodic analysis data exist. The label should contain a statement such as ""see protocol"" or ""see periodic analysis results"" so that test article users will know that current analytical data should be examined prior to continued use of the test article.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: What expiration date is placed on the label of test articles whose stability is being assessed concurrently with the conduct of the study?
  Answer: In this situation, the stability of the test article is unknown, but periodic analysis data exist. The label should contain a statement such as ""see protocol"" or ""see periodic analysis results"" so that test article users will know that current analytical data should be examined prior to continued use of the test article.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"As per the details in Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , If analysis of the reserve samples is required by the Study Director or the QAU, is it permitted?","Yes, but sufficient reserve sample should be retained so that the sample is not exhausted.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: If analysis of the reserve samples is required by the Study Director or the QAU, is it permitted?
  Answer: Yes, but sufficient reserve sample should be retained so that the sample is not exhausted.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"With reference to Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Are physical and chemical tests conducted on test articles required to be done under the GLPs?","According to section 58.105, such tests conducted to characterize the specific batch of test article used in the nonclinical laboratory study are covered.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Are physical and chemical tests conducted on test articles required to be done under the GLPs?
  Answer: According to section 58.105, such tests conducted to characterize the specific batch of test article used in the nonclinical laboratory study are covered.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"With reference to Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , With regard to safety studies in large animals (cattle, horses, etc.), must test article accountability be maintained and can the animals be used for food purposes?","Test article accountability must be maintained. For guidance on whether the treated animals can be used for food, you should contact the appropriate individuals in the Bureau of Veterinary Medicine.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: With regard to safety studies in large animals (cattle, horses, etc.), must test article accountability be maintained and can the animals be used for food purposes?
  Answer: Test article accountability must be maintained. For guidance on whether the treated animals can be used for food, you should contact the appropriate individuals in the Bureau of Veterinary Medicine.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Guideline title: Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations  Do the GLPs require tests for homogeneity, concentration, and stability on mixtures of control articles used as positive controls?",Yes.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Do the GLPs require tests for homogeneity, concentration, and stability on mixtures of control articles used as positive controls?
  Answer: Yes.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Delving into Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Do test or control article concentration assays have to be performed on each batch of test or control article carrier mixture?",No. The GLPs require only periodic analysis of test or control article carrier mixtures.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Do test or control article concentration assays have to be performed on each batch of test or control article carrier mixture?
  Answer: No. The GLPs require only periodic analysis of test or control article carrier mixtures.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"With reference to Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , What is the purpose of periodic analysis requirement for test or control article mixtures? This requirement provides additional assurance that the test system is being exposed to protocol-specified quantities of test article. Whereas, in most instances proper assurance is obtained through adequate uniformity-of-mixing studies, adequate SOPs, and trained personnel, occasionally the mixing equipment can malfunction or other uncontrollable events can occur which lead to improper dosages. These events can be recognized through periodic analysis.","For acute studies, does the test article carrier mixture have to be analyzed (single dose studies)? Yes, but the analysis need not be done prior to the study provided the mixture is stable in storage.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: What is the purpose of periodic analysis requirement for test or control article mixtures? This requirement provides additional assurance that the test system is being exposed to protocol-specified quantities of test article. Whereas, in most instances proper assurance is obtained through adequate uniformity-of-mixing studies, adequate SOPs, and trained personnel, occasionally the mixing equipment can malfunction or other uncontrollable events can occur which lead to improper dosages. These events can be recognized through periodic analysis.
  Answer: For acute studies, does the test article carrier mixture have to be analyzed (single dose studies)? Yes, but the analysis need not be done prior to the study provided the mixture is stable in storage.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"With reference to Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , For liquid dosing studies where the test article mixture is made by dilution of the highest dose, which dose should be analyzed? The lowest dose would be appropriate since it would confirm the efficacy of the dilution process, however the GLPs do not prohibit the analysis of any of the other doses.","The lowest dose would be appropriate since it would confirm the efficacy of the dilution process, however the GLPs do not prohibit the analysis of any of the other doses.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: For liquid dosing studies where the test article mixture is made by dilution of the highest dose, which dose should be analyzed? The lowest dose would be appropriate since it would confirm the efficacy of the dilution process, however the GLPs do not prohibit the analysis of any of the other doses.
  Answer: The lowest dose would be appropriate since it would confirm the efficacy of the dilution process, however the GLPs do not prohibit the analysis of any of the other doses.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"As outlined in Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Do homogeneity studies need to be done on solutions and suspensions of test articles used in acute nonclinical laboratory studies?",The answers to these questions are yes for suspensions of test articles and no for true solutions of test articles.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Do homogeneity studies need to be done on solutions and suspensions of test articles used in acute nonclinical laboratory studies?
  Answer: The answers to these questions are yes for suspensions of test articles and no for true solutions of test articles.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"As explained in Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , The analysis of test article mixtures that are used in acute studies is problematic. Usually at the stage of product development, the analytical method is not fully developed. Also, getting the analytical department to schedule the analysis is difficult. Stability is not a problem since fresh solutions are used. In view of the fact that acute studies are not pivotal in gaining approval of a research or marketing permit, is it necessary to analyze test article mixtures?","Yes. Although acute studies may be of lesser importance in assessing the safety of human drugs, they are important for animal drugs, biological products and certain food additives. For this reason, there must be some assurance that the test system was dosed with protocol specified quantities of test article. The GLPs do not require that the analysis be done prior to the use of the test article mixture provided that the mixture is stable on storage.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: The analysis of test article mixtures that are used in acute studies is problematic. Usually at the stage of product development, the analytical method is not fully developed. Also, getting the analytical department to schedule the analysis is difficult. Stability is not a problem since fresh solutions are used. In view of the fact that acute studies are not pivotal in gaining approval of a research or marketing permit, is it necessary to analyze test article mixtures?
  Answer: Yes. Although acute studies may be of lesser importance in assessing the safety of human drugs, they are important for animal drugs, biological products and certain food additives. For this reason, there must be some assurance that the test system was dosed with protocol specified quantities of test article. The GLPs do not require that the analysis be done prior to the use of the test article mixture provided that the mixture is stable on storage.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"When considering the information from Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Must an analytical method be totally contained in the protocol?",No. The protocol must state the type and frequency of tests to be made. Type can be connoted by reference to literature citations or the SOPs as applicable.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Must an analytical method be totally contained in the protocol?
  Answer: No. The protocol must state the type and frequency of tests to be made. Type can be connoted by reference to literature citations or the SOPs as applicable.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Referring to Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Does each nonclinical laboratory study require a sponsor-approved specific protocol?","Yes. However, the laboratory that conducts the study can also qualify as the sponsor of the study.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Does each nonclinical laboratory study require a sponsor-approved specific protocol?
  Answer: Yes. However, the laboratory that conducts the study can also qualify as the sponsor of the study.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Based on the information from Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Do unforeseen circumstances which occur during a study and which necessitate minor operational changes have to be reported as protocol amendments.","Unforeseen circumstances which have only a one time effect (different date of sample collection, animal weighings) need to be reported only in the raw data and the final report. However, such circumstances which result in a systematic change, e.g. in the SOPs or in the protocol, should also be made by a protocol amendment. The protocol amendment need not be made in advance but should be made as rapidly as possible.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Do unforeseen circumstances which occur during a study and which necessitate minor operational changes have to be reported as protocol amendments.
  Answer: Unforeseen circumstances which have only a one time effect (different date of sample collection, animal weighings) need to be reported only in the raw data and the final report. However, such circumstances which result in a systematic change, e.g. in the SOPs or in the protocol, should also be made by a protocol amendment. The protocol amendment need not be made in advance but should be made as rapidly as possible.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"As stated in Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Pathologists at a firm would like to take tissues from animals in a nonclinical study which would be used to conduct exploratory research studies. The tissues would not be part of the nonclinical laboratory study design and the results would not necessarily pertain to the study objectives. What would the GLPs require in this case?","The protocol should state that tissues are to be taken from the experimental animals and that the tissues would be used for exploratory research purposes. If any effects were observed in the exploratory research studies which would influence the interpretation of the results of the nonclinical laboratory study, these effects must be report in the final report.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Pathologists at a firm would like to take tissues from animals in a nonclinical study which would be used to conduct exploratory research studies. The tissues would not be part of the nonclinical laboratory study design and the results would not necessarily pertain to the study objectives. What would the GLPs require in this case?
  Answer: The protocol should state that tissues are to be taken from the experimental animals and that the tissues would be used for exploratory research purposes. If any effects were observed in the exploratory research studies which would influence the interpretation of the results of the nonclinical laboratory study, these effects must be report in the final report.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Looking at the guidelines in Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Does the protocol have to list the SOPs used in a specific study?","The protocol must list the type and frequency of tests, analyses, and measurements to be made in the study. Where these are covered by SOPs, they should be listed in the protocol.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Does the protocol have to list the SOPs used in a specific study?
  Answer: The protocol must list the type and frequency of tests, analyses, and measurements to be made in the study. Where these are covered by SOPs, they should be listed in the protocol.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Referring to Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Do the GLPs require that absorption studies be done on each test article?","No. The GLPs require that, if absorption studies are needed to achieve the scientific objectives of the study plan, the protocol should describe the methods to be used to determine absorption. Whether or not absorption studies are required is a scientific issue to be decided by the study scientists.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Do the GLPs require that absorption studies be done on each test article?
  Answer: No. The GLPs require that, if absorption studies are needed to achieve the scientific objectives of the study plan, the protocol should describe the methods to be used to determine absorption. Whether or not absorption studies are required is a scientific issue to be decided by the study scientists.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"This question is about Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations  Who assesses protocol validity (No. of animals, test article dosage, test system, etc.)?","This is done by the study scientists using the scientific literature, published guidelines, advice from regulatory agencies, and prior experimental work.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Who assesses protocol validity (No. of animals, test article dosage, test system, etc.)?
  Answer: This is done by the study scientists using the scientific literature, published guidelines, advice from regulatory agencies, and prior experimental work.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"In accordance with Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Does raw data collected in nonclinical laboratory studies have to be

designed by a second individual.",No.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Does raw data collected in nonclinical laboratory studies have to be

designed by a second individual.
  Answer: No.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Referring to Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , What are the GLP requirements that are applicable to computerized

data - acquisition systems?","An acceptable system must satisfy the following criteria:

(1) Only authorized individuals can make data entries,

(2) data entries may not be deleted, but changes may be made in

the form of dated amendments which provide the reason

for data change,

(3) the data base must be made as tamperproof as possible,

(4) the SOPs should describe the procedures used for ensuring

the validity of the data, and

(5) either the magnetic media or hard-copy printouts are

considered to be raw data.",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: What are the GLP requirements that are applicable to computerized

data - acquisition systems?
  Answer: An acceptable system must satisfy the following criteria:

(1) Only authorized individuals can make data entries,

(2) data entries may not be deleted, but changes may be made in

the form of dated amendments which provide the reason

for data change,

(3) the data base must be made as tamperproof as possible,

(4) the SOPs should describe the procedures used for ensuring

the validity of the data, and

(5) either the magnetic media or hard-copy printouts are

considered to be raw data.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"When considering the information from Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , In Japan, employees do not sign raw data records but rather they use

an official seal which is unique to the employee. Is this an
acceptable procedure?",Yes.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: In Japan, employees do not sign raw data records but rather they use

an official seal which is unique to the employee. Is this an
acceptable procedure?
  Answer: Yes.
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"With reference to Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations , Do tissue slides have to carry the complete sample labeling

information stated in the GLPs?","No, accession numbers are permitted providing that these numbers can

be translated into the information required under Section 58.130(c).",Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Do tissue slides have to carry the complete sample labeling

information stated in the GLPs?
  Answer: No, accession numbers are permitted providing that these numbers can

be translated into the information required under Section 58.130(c).
  "
Good_Laboratory_Practice_Regulations_Questions_and_Answers_MARCH_1998.mmd,"Guideline title: Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations  Is a positive notation (a statement of what was done in the raw data)

required for routine laboratory operations such as:

(a) identifying animals,

(b) shaving or abrading rabbits,

(c) specific dosing procedures, and

(d) fasting of animals?",Yes.,Quality Systems Approach to Pharmaceutical Current Good Manufacturing Practice Regulations ,"Question: Is a positive notation (a statement of what was done in the raw data)

required for routine laboratory operations such as:

(a) identifying animals,

(b) shaving or abrading rabbits,

(c) specific dosing procedures, and

(d) fasting of animals?
  Answer: Yes.
  "
